Id,SalePrice
1461,103412.24065945095
1462,116761.54044809162
1463,133738.50360120012
1464,144575.73117358965
1465,167550.88405861132
1466,139576.40274737938
1467,134585.58436155503
1468,137302.41948569985
1469,145516.0400908604
1470,97219.58446479111
1471,144622.3258565609
1472,86139.90876034486
1473,82500.99808547577
1474,115119.87204781894
1475,108805.27205322764
1476,273326.64824854524
1477,192259.79929340153
1478,237886.42660061258
1479,228455.98331195014
1480,320691.3831524582
1481,205476.79768614197
1482,167136.0706522784
1483,139081.1113384919
1484,132085.32107242578
1485,146217.56839761033
1486,157317.0078684071
1487,270818.66591084405
1488,182256.94030872534
1489,160972.28715255883
1490,167070.72911340333
1491,152139.5339852928
1492,92320.09047050306
1493,135556.2883456628
1494,224054.57109590078
1495,216383.62723126926
1496,167579.28653033287
1497,149265.65320611605
1498,137080.28877062595
1499,131755.77208224984
1500,124217.5438371761
1501,134078.7924751953
1502,136718.74880375128
1503,202423.3267071398
1504,185544.72189450043
1505,169887.5472176491
1506,135932.04748358057
1507,167581.04752115326
1508,147616.15336416088
1509,116630.47364548496
1510,108789.28061345001
1511,112979.56771457123
1512,124932.56305944016
1513,122797.58654711489
1514,113172.83803979532
1515,144219.67837270655
1516,120870.55738918342
1517,132128.4232663136
1518,109721.13057929068
1519,160360.70470584466
1520,103885.88005470019
1521,99528.0154513593
1522,133835.45044169427
1523,92507.94666073142
1524,94851.68840796642
1525,98016.89642240992
1526,101351.25214154771
1527,96360.38618925615
1528,115694.01927460692
1529,111496.36706496112
1530,127251.76476533286
1531,92469.5663835999
1532,83496.27179654817
1533,102205.87005938975
1534,97603.51746038444
1535,113722.85035140962
1536,89510.21465420925
1537,70442.90981273436
1538,121929.09945966923
1539,127960.7517066931
1540,81236.66828866888
1541,106143.77628333047
1542,113864.95937774822
1543,145408.49886949747
1544,79132.67380068818
1545,96927.94710094795
1546,112748.76118753506
1547,104460.1153464806
1548,103232.13221814558
1549,102352.5813317474
1550,101899.55212777792
1551,91088.67599743184
1552,98879.46213128195
1553,99292.07148138255
1554,101677.2342677746
1555,143638.1286792581
1556,103416.88129086597
1557,87131.3282495134
1558,94965.76536415318
1559,57408.381254036605
1560,109943.4077911632
1561,96090.44208181594
1562,114149.61402201961
1563,101628.89753613688
1564,119917.76886405247
1565,120188.13412147711
1566,176347.65079279515
1567,77517.65653336003
1568,172465.42248234537
1569,94983.08857718205
1570,116940.47551441299
1571,100417.60193107078
1572,104240.09935053274
1573,172577.57651950693
1574,105510.00319686803
1575,156026.14355871145
1576,162431.552349316
1577,153034.35038879878
1578,107560.92162961661
1579,116808.48821908396
1580,158437.8057223102
1581,114667.37839710357
1582,102641.68717361071
1583,196580.15711893866
1584,167302.06028392023
1585,111108.32535515398
1586,74634.59984389051
1587,88180.72872342619
1588,103351.16661351152
1589,84801.41427641713
1590,110733.73260684535
1591,85992.07357375725
1592,99173.83137690382
1593,101801.0750488427
1594,95111.27258095203
1595,96438.53410308406
1596,183602.2334695272
1597,143263.88916514782
1598,178716.59839852492
1599,136625.60228111633
1600,142783.13735166457
1601,62207.81277126567
1602,95857.53055646157
1603,51810.18472810087
1604,201179.13806629935
1605,177578.29343966555
1606,128091.59924660795
1607,139194.63406271915
1608,168423.28831623928
1609,152048.82132172727
1610,125310.37552427793
1611,112995.72428293587
1612,145872.15142770845
1613,137587.1594937438
1614,87521.6479205901
1615,73319.04444529802
1616,76355.00962768366
1617,77358.49407167664
1618,109353.06737128228
1619,108614.02421185929
1620,134680.89813572675
1621,116661.91096811196
1622,109014.74462923093
1623,179630.28227466805
1624,149390.7031209979
1625,102995.29699129378
1626,132304.139136339
1627,144167.86394083488
1628,186315.27478297323
1629,143079.8259582842
1630,234156.16202481755
1631,189679.49435380645
1632,182093.2501819193
1633,139001.67378549837
1634,137354.4263831993
1635,139526.86759031098
1636,137547.45848359712
1637,134548.878673531
1638,153447.77421016124
1639,135166.44192375633
1640,168797.89751902298
1641,139553.4883009432
1642,185851.25881392657
1643,184194.29084316303
1644,181937.25992864792
1645,133928.6146826622
1646,127008.07885948301
1647,127262.35732830662
1648,110338.18263849636
1649,111992.79922010058
1650,97686.82612101088
1651,106751.43866783738
1652,86594.80026363878
1653,86585.07725103364
1654,120843.89241626716
1655,118506.71335275564
1656,115450.10474964566
1657,121482.05027684795
1658,117974.04646776794
1659,108120.27143166699
1660,122016.50699943565
1661,317459.82569075056
1662,267844.4854365437
1663,271814.7886344363
1664,329647.5121906731
1665,255734.0372854632
1666,226724.79830675235
1667,236734.4376523856
1668,263889.05560567847
1669,234042.0989279136
1670,261571.6536899707
1671,182043.3178180018
1672,281194.4650637768
1673,212013.59969062626
1674,197739.48410609018
1675,145854.5766503729
